"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2011-07-24 01:51:24,FALSE,FALSE,0,FALSE,2011-07-24 01:51:24,0
2011-07-24 11:15:28,TRUE,FALSE,0,FALSE,2011-07-24 11:15:28,0
2011-07-25 01:53:13,FALSE,FALSE,0,FALSE,2011-07-25 01:53:13,0
2011-07-25 11:23:53,TRUE,FALSE,0,FALSE,2011-07-25 11:23:53,0
2011-07-26 01:53:24,FALSE,FALSE,0,FALSE,2011-07-26 01:53:24,0
2011-07-26 11:20:59,TRUE,FALSE,0,FALSE,2011-07-26 11:20:59,0
2011-07-27 02:06:47,FALSE,TRUE,0,FALSE,2011-07-27 02:06:47,0
2011-07-27 11:13:28,TRUE,FALSE,0,FALSE,2011-07-27 11:13:28,0
2011-07-28 01:48:00,FALSE,FALSE,0,FALSE,2011-07-28 01:48:00,0
2011-07-28 11:17:50,TRUE,FALSE,0,FALSE,2011-07-28 11:17:50,0
2011-07-29 01:50:19,FALSE,FALSE,0,FALSE,2011-07-29 01:50:19,0
2011-07-29 11:19:11,TRUE,FALSE,0,FALSE,2011-07-29 11:19:11,0
2011-07-30 01:50:00,FALSE,FALSE,0,FALSE,2011-07-30 01:50:00,0
2011-07-30 11:15:16,TRUE,FALSE,0,FALSE,2011-07-30 11:15:16,0
2011-07-31 01:43:33,FALSE,FALSE,0,FALSE,2011-07-31 01:43:33,0
2011-07-31 11:19:11,TRUE,FALSE,0,FALSE,2011-07-31 11:19:11,0
2011-08-01 01:46:47,FALSE,FALSE,0,FALSE,2011-08-01 01:46:47,0
2011-08-01 11:18:59,TRUE,FALSE,0,FALSE,2011-08-01 11:18:59,0
2011-08-02 01:46:47,FALSE,FALSE,0,FALSE,2011-08-02 01:46:47,0
2011-08-02 11:18:56,TRUE,FALSE,0,FALSE,2011-08-02 11:18:56,0
2011-08-03 02:02:28,FALSE,TRUE,0,FALSE,2011-08-03 02:02:28,0
2011-08-03 11:20:25,TRUE,FALSE,0,FALSE,2011-08-03 11:20:25,0
2011-08-04 01:43:33,FALSE,FALSE,0,FALSE,2011-08-04 01:43:33,0
2011-08-04 11:28:05,TRUE,FALSE,0,FALSE,2011-08-04 11:28:05,0
2011-08-05 01:43:08,FALSE,FALSE,0,FALSE,2011-08-05 01:43:08,0
2011-08-05 11:25:09,TRUE,FALSE,0,FALSE,2011-08-05 09:29:44,0
2011-08-06 01:43:21,FALSE,FALSE,0,FALSE,2011-08-06 01:43:21,0
2011-08-06 11:19:30,TRUE,FALSE,0,FALSE,2011-08-06 11:19:30,0
2011-08-07 01:42:43,FALSE,FALSE,0,FALSE,2011-08-07 01:42:43,0
2011-08-07 11:22:07,TRUE,FALSE,0,FALSE,2011-08-07 11:22:07,0
2011-08-08 01:43:01,FALSE,FALSE,0,FALSE,2011-08-08 01:43:01,0
2011-08-08 11:21:31,TRUE,FALSE,0,FALSE,2011-08-08 11:21:31,0
2011-08-09 01:42:28,FALSE,FALSE,0,FALSE,2011-08-09 01:42:28,0
2011-08-09 11:27:07,TRUE,FALSE,0,FALSE,2011-08-09 11:27:07,0
2011-08-10 01:41:30,FALSE,FALSE,0,FALSE,2011-08-10 01:41:30,0
2011-08-10 11:29:11,TRUE,FALSE,0,FALSE,2011-08-10 11:29:11,0
2011-08-11 01:50:19,FALSE,TRUE,0,FALSE,2011-08-11 01:50:19,0
2011-08-11 11:26:45,TRUE,FALSE,0,FALSE,2011-08-11 11:26:45,0
2011-08-12 01:31:35,FALSE,FALSE,0,FALSE,2011-08-12 01:31:35,0
2011-08-12 11:28:32,TRUE,FALSE,0,FALSE,2011-08-12 11:28:32,0
2011-08-13 01:30:54,FALSE,FALSE,0,FALSE,2011-08-13 01:30:54,0
2011-08-13 11:18:32,TRUE,FALSE,0,FALSE,2011-08-13 11:18:32,0
2011-08-14 01:32:33,FALSE,FALSE,0,FALSE,2011-08-14 01:32:33,0
2011-08-14 11:27:50,TRUE,FALSE,0,FALSE,2011-08-14 11:27:50,0
2011-08-15 01:13:33,FALSE,FALSE,0,FALSE,2011-08-15 01:13:33,0
2011-08-15 11:25:20,TRUE,FALSE,0,FALSE,2011-08-15 11:25:20,0
2011-08-16 01:22:30,FALSE,FALSE,0,FALSE,2011-08-16 01:22:30,0
2011-08-16 11:29:54,TRUE,FALSE,0,FALSE,2011-08-16 11:29:54,0
2011-08-17 01:21:03,FALSE,FALSE,0,FALSE,2011-08-17 01:21:03,0
2011-08-17 11:43:53,TRUE,FALSE,0,FALSE,2011-08-17 11:43:53,0
2011-08-18 01:16:48,FALSE,FALSE,0,FALSE,2011-08-18 01:16:48,0
2011-08-18 11:45:12,TRUE,FALSE,0,FALSE,2011-08-18 11:45:12,0
2011-08-19 00:53:31,FALSE,FALSE,0,FALSE,2011-08-19 00:53:31,0
2011-08-19 11:24:07,TRUE,FALSE,0,FALSE,2011-08-19 11:24:07,0
2011-08-20 00:32:14,FALSE,FALSE,0,FALSE,2011-08-20 00:32:14,0
2011-08-20 11:56:16,TRUE,TRUE,0,FALSE,2011-08-20 11:56:16,0
2011-08-21 00:13:49,FALSE,FALSE,0,FALSE,2011-08-21 00:13:49,0
2011-08-21 11:18:56,TRUE,FALSE,0,FALSE,2011-08-21 11:18:56,0
2011-08-22 00:26:48,FALSE,FALSE,0,FALSE,2011-08-22 00:26:48,0
2011-08-22 11:16:13,TRUE,FALSE,0,FALSE,2011-08-22 11:16:13,0
2011-08-23 00:21:11,FALSE,FALSE,0,FALSE,2011-08-23 00:21:11,0
2011-08-23 11:22:11,TRUE,FALSE,0,FALSE,2011-08-23 11:22:11,0
2011-08-24 00:09:05,FALSE,FALSE,0,FALSE,2011-08-24 00:09:05,0
2011-08-24 11:08:23,TRUE,FALSE,0,FALSE,2011-08-24 11:08:23,0
2011-08-24 23:59:29,FALSE,FALSE,0,FALSE,2011-08-24 23:59:29,0
2011-08-25 10:53:53,TRUE,FALSE,0,FALSE,2011-08-25 10:53:53,0
2011-08-25 23:30:36,FALSE,FALSE,0,FALSE,2011-08-25 23:30:36,0
2011-08-26 10:35:57,TRUE,FALSE,0,FALSE,2011-08-26 10:35:57,0
2011-08-26 23:12:35,FALSE,FALSE,0,FALSE,2011-08-26 23:12:35,0
2011-08-27 10:32:11,TRUE,FALSE,0,FALSE,2011-08-27 10:32:11,0
2011-08-27 22:51:24,FALSE,FALSE,0,FALSE,2011-08-27 22:51:24,0
2011-08-28 10:16:01,TRUE,FALSE,0,FALSE,2011-08-28 10:16:01,0
2011-08-28 23:56:05,FALSE,TRUE,0,FALSE,2011-08-28 23:56:05,0
2011-08-29 10:07:41,TRUE,FALSE,0,FALSE,2011-08-29 10:07:41,0
2011-08-29 22:51:59,FALSE,FALSE,0,FALSE,2011-08-29 22:51:59,0
2011-08-30 09:57:46,TRUE,FALSE,0,FALSE,2011-08-30 09:57:46,0
2011-08-30 22:31:32,FALSE,FALSE,0,FALSE,2011-08-30 22:31:32,0
2011-08-31 09:51:08,TRUE,FALSE,0,FALSE,2011-08-31 09:51:08,0
2011-08-31 22:32:21,FALSE,FALSE,0,FALSE,2011-08-31 22:32:21,0
2011-09-01 09:55:03,TRUE,FALSE,0,FALSE,2011-09-01 09:55:03,0
2011-09-01 22:21:40,FALSE,FALSE,0,FALSE,2011-09-01 22:21:40,0
2011-09-02 09:49:11,TRUE,FALSE,0,FALSE,2011-09-02 09:49:11,0
2011-09-02 22:21:52,FALSE,FALSE,0,FALSE,2011-09-02 22:21:52,0
2011-09-03 09:46:31,TRUE,FALSE,0,FALSE,2011-09-03 09:46:31,0
2011-09-03 22:18:34,FALSE,FALSE,0,FALSE,2011-09-03 22:18:34,0
2011-09-04 09:48:56,TRUE,FALSE,0,FALSE,2011-09-04 09:48:56,0
2011-09-04 22:21:59,FALSE,FALSE,0,FALSE,2011-09-04 22:21:59,0
2011-09-05 09:38:05,TRUE,FALSE,0,FALSE,2011-09-05 09:38:05,0
2011-09-05 22:02:55,FALSE,FALSE,0,FALSE,2011-09-05 22:02:55,0
2011-09-06 09:38:32,TRUE,FALSE,0,FALSE,2011-09-06 09:38:32,0
2011-09-06 22:01:24,FALSE,FALSE,0,FALSE,2011-09-06 22:01:24,0
2011-09-07 09:39:54,TRUE,FALSE,0,FALSE,2011-09-07 09:39:54,0
2011-09-07 22:10:36,FALSE,FALSE,0,FALSE,2011-09-07 22:10:36,0
2011-09-08 09:36:29,TRUE,FALSE,0,FALSE,2011-09-08 09:36:29,0
2011-09-08 22:16:48,FALSE,FALSE,0,FALSE,2011-09-08 22:16:48,0
2011-09-09 09:37:02,TRUE,FALSE,0,FALSE,2011-09-09 09:37:02,0
2011-09-09 22:13:38,FALSE,FALSE,0,FALSE,2011-09-09 22:13:38,0
2011-09-10 09:42:11,TRUE,FALSE,0,FALSE,2011-09-10 09:42:11,0
2011-09-10 22:13:36,FALSE,FALSE,0,FALSE,2011-09-10 22:13:36,0
2011-09-11 09:46:16,TRUE,FALSE,0,FALSE,2011-09-11 09:46:16,0
2011-09-11 22:08:34,FALSE,FALSE,0,FALSE,2011-09-11 22:08:34,0
2011-09-12 09:28:43,TRUE,FALSE,0,FALSE,2011-09-12 09:28:43,0
2011-09-12 22:02:25,FALSE,FALSE,0,FALSE,2011-09-12 22:02:25,0
2011-09-13 09:38:08,TRUE,FALSE,0,FALSE,2011-09-13 09:38:08,0
2011-09-13 22:10:00,FALSE,FALSE,0,FALSE,2011-09-13 22:10:00,0
2011-09-14 09:38:05,TRUE,FALSE,0,FALSE,2011-09-14 09:38:05,0
2011-09-14 22:09:15,FALSE,FALSE,0,FALSE,2011-09-14 22:09:15,0
2011-09-15 09:35:53,TRUE,FALSE,0,FALSE,2011-09-15 09:35:53,0
2011-09-15 22:02:41,FALSE,FALSE,0,FALSE,2011-09-15 22:02:41,0
2011-09-16 09:29:44,TRUE,FALSE,0,FALSE,2011-09-16 09:29:44,0
2011-09-16 22:08:00,FALSE,FALSE,0,FALSE,2011-09-16 22:08:00,0
2011-09-17 09:26:31,TRUE,FALSE,0,FALSE,2011-09-17 09:26:31,0
2011-09-17 22:03:21,FALSE,FALSE,0,FALSE,2011-09-17 22:03:21,0
2011-09-18 09:28:08,TRUE,FALSE,0,FALSE,2011-09-18 09:28:08,0
2011-09-18 21:57:51,FALSE,FALSE,0,FALSE,2011-09-18 21:57:51,0
2011-09-19 09:28:56,TRUE,FALSE,0,FALSE,2011-09-19 09:28:56,0
2011-09-19 22:02:28,FALSE,FALSE,0,FALSE,2011-09-19 22:02:28,0
2011-09-20 09:31:08,TRUE,FALSE,0,FALSE,2011-09-20 09:31:08,0
2011-09-20 22:02:35,FALSE,FALSE,0,FALSE,2011-09-20 22:02:35,0
2011-09-21 09:35:25,TRUE,FALSE,0,FALSE,2011-09-21 09:35:25,0
2011-09-21 22:02:14,FALSE,FALSE,0,FALSE,2011-09-21 22:02:14,0
2011-09-22 09:20:59,TRUE,FALSE,0,FALSE,2011-09-22 09:20:59,0
2011-09-22 22:02:18,FALSE,FALSE,0,FALSE,2011-09-22 22:02:18,0
2011-09-23 09:23:28,TRUE,FALSE,0,FALSE,2011-09-23 09:23:28,0
2011-09-23 22:01:52,FALSE,FALSE,0,FALSE,2011-09-23 22:01:52,0
2011-09-24 09:18:59,TRUE,FALSE,0,FALSE,2011-09-24 09:18:59,0
2011-09-24 22:30:58,FALSE,TRUE,0,FALSE,2011-09-24 22:30:58,0
2011-09-25 09:18:59,TRUE,FALSE,0,FALSE,2011-09-25 09:18:59,0
2011-09-25 22:01:44,FALSE,FALSE,0,FALSE,2011-09-25 22:01:44,0
2011-09-26 09:23:28,TRUE,FALSE,0,FALSE,2011-09-26 09:23:28,0
2011-09-26 22:01:52,FALSE,FALSE,0,FALSE,2011-09-26 22:01:52,0
2011-09-27 09:26:45,TRUE,FALSE,0,FALSE,2011-09-27 09:26:45,0
2011-09-27 21:59:29,FALSE,FALSE,0,FALSE,2011-09-27 21:59:29,0
2011-09-28 09:26:20,TRUE,FALSE,0,FALSE,2011-09-28 09:26:20,0
2011-09-28 22:02:14,FALSE,FALSE,0,FALSE,2011-09-28 22:02:14,0
2011-09-29 09:21:08,TRUE,FALSE,0,FALSE,2011-09-29 09:21:08,0
2011-09-29 22:02:21,FALSE,FALSE,0,FALSE,2011-09-29 22:02:21,0
2011-09-30 09:18:56,TRUE,FALSE,0,FALSE,2011-09-30 09:18:56,0
2011-09-30 22:02:30,FALSE,FALSE,0,FALSE,2011-09-30 22:02:30,0
2011-10-01 09:18:05,TRUE,FALSE,0,FALSE,2011-10-01 09:18:05,0
2011-10-01 22:02:21,FALSE,FALSE,0,FALSE,2011-10-01 22:02:21,0
2011-10-02 09:17:00,TRUE,FALSE,0,FALSE,2011-10-02 09:17:00,0
2011-10-02 22:00:36,FALSE,FALSE,0,FALSE,2011-10-02 22:00:36,0
2011-10-03 09:23:53,TRUE,FALSE,0,FALSE,2011-10-03 09:23:53,0
2011-10-03 22:01:03,FALSE,FALSE,0,FALSE,2011-10-03 22:01:03,0
2011-10-04 09:17:48,TRUE,FALSE,0,FALSE,2011-10-04 09:17:48,0
2011-10-04 22:02:09,FALSE,FALSE,0,FALSE,2011-10-04 22:02:09,0
2011-10-05 09:19:30,TRUE,FALSE,0,FALSE,2011-10-05 09:19:30,0
2011-10-05 21:51:59,FALSE,FALSE,0,FALSE,2011-10-05 21:51:59,0
2011-10-06 09:17:48,TRUE,FALSE,0,FALSE,2011-10-06 09:17:48,0
2011-10-06 22:01:52,FALSE,FALSE,0,FALSE,2011-10-06 22:01:52,0
2011-10-07 09:19:54,TRUE,FALSE,0,FALSE,2011-10-07 09:19:54,0
2011-10-07 22:00:27,FALSE,FALSE,0,FALSE,2011-10-07 22:00:27,0
2011-10-08 09:16:55,TRUE,FALSE,0,FALSE,2011-10-08 09:16:55,0
2011-10-08 22:01:35,FALSE,FALSE,0,FALSE,2011-10-08 22:01:35,0
2011-10-09 09:16:34,TRUE,FALSE,0,FALSE,2011-10-09 09:16:34,0
2011-10-09 21:52:43,FALSE,FALSE,0,FALSE,2011-10-09 21:52:43,0
2011-10-10 09:18:08,TRUE,FALSE,0,FALSE,2011-10-10 09:18:08,0
2011-10-10 21:49:05,FALSE,FALSE,0,FALSE,2011-10-10 21:49:05,0
2011-10-11 09:18:05,TRUE,FALSE,0,FALSE,2011-10-11 09:18:05,0
2011-10-11 21:38:36,FALSE,FALSE,0,FALSE,2011-10-11 21:38:36,0
2011-10-12 09:03:53,TRUE,FALSE,0,FALSE,2011-10-12 09:03:53,0
2011-10-12 21:31:52,FALSE,FALSE,0,FALSE,2011-10-12 21:31:52,0
2011-10-13 08:53:53,TRUE,FALSE,0,FALSE,2011-10-13 08:53:53,0
2011-10-13 21:30:44,FALSE,FALSE,0,FALSE,2011-10-13 21:30:44,0
2011-10-14 08:55:10,TRUE,FALSE,0,FALSE,2011-10-14 08:55:10,0
2011-10-14 21:25:06,FALSE,FALSE,0,FALSE,2011-10-14 21:25:06,0
2011-10-15 08:56:13,TRUE,FALSE,0,FALSE,2011-10-15 08:56:13,0
2011-10-15 21:41:24,FALSE,FALSE,0,FALSE,2011-10-15 21:41:24,0
2011-10-16 08:48:32,TRUE,FALSE,0,FALSE,2011-10-16 08:48:32,0
2011-10-16 21:38:00,FALSE,FALSE,0,FALSE,2011-10-16 21:38:00,0
2011-10-17 08:58:23,TRUE,FALSE,0,FALSE,2011-10-17 08:58:23,0
2011-10-17 21:30:24,FALSE,FALSE,0,FALSE,2011-10-17 22:01:07,0
2011-10-18 08:58:43,TRUE,FALSE,0,FALSE,2011-10-18 08:58:43,0
2011-10-18 21:29:15,FALSE,FALSE,0,FALSE,2011-10-18 21:29:15,0
2011-10-19 08:48:59,TRUE,FALSE,0,FALSE,2011-10-19 08:48:59,0
2011-10-19 21:41:11,FALSE,FALSE,0,FALSE,2011-10-19 21:41:11,0
2011-10-20 08:48:08,TRUE,FALSE,0,FALSE,2011-10-20 08:48:08,0
2011-10-20 21:27:51,FALSE,FALSE,0,FALSE,2011-10-20 21:27:51,0
2011-10-21 08:46:55,TRUE,FALSE,0,FALSE,2011-10-21 08:46:55,0
2011-10-21 21:32:33,FALSE,FALSE,0,FALSE,2011-10-21 21:32:33,0
2011-10-22 08:56:13,TRUE,FALSE,0,FALSE,2011-10-22 08:56:13,0
2011-10-22 21:32:09,FALSE,FALSE,0,FALSE,2011-10-22 21:32:09,0
2011-10-23 09:03:28,TRUE,FALSE,0,FALSE,2011-10-23 09:03:28,0
2011-10-23 21:41:24,FALSE,FALSE,0,FALSE,2011-10-23 21:41:24,0
2011-10-24 08:46:03,TRUE,FALSE,0,FALSE,2011-10-24 08:46:03,0
2011-10-24 21:33:47,FALSE,FALSE,0,FALSE,2011-10-24 21:33:47,0
2011-10-25 08:38:28,TRUE,FALSE,0,FALSE,2011-10-25 08:38:28,0
2011-10-25 21:33:45,FALSE,FALSE,0,FALSE,2011-10-25 21:33:45,0
2011-10-26 08:48:56,TRUE,FALSE,0,FALSE,2011-10-26 08:48:56,0
2011-10-26 21:32:39,FALSE,FALSE,0,FALSE,2011-10-26 21:32:39,0
2011-10-27 08:46:06,TRUE,FALSE,0,FALSE,2011-10-27 08:46:06,0
2011-10-27 21:35:31,FALSE,FALSE,0,FALSE,2011-10-27 21:35:31,0
2011-10-28 08:46:20,TRUE,FALSE,0,FALSE,2011-10-28 08:46:20,0
2011-10-28 21:40:54,FALSE,FALSE,0,FALSE,2011-10-28 21:40:54,0
2011-10-29 08:46:24,TRUE,FALSE,0,FALSE,2011-10-29 08:46:24,0
2011-10-29 21:28:00,FALSE,FALSE,0,FALSE,2011-10-29 21:28:00,0
2011-10-30 08:50:59,TRUE,FALSE,0,FALSE,2011-10-30 08:50:59,0
2011-10-30 21:30:51,FALSE,FALSE,0,FALSE,2011-10-30 21:30:51,0
2011-10-31 08:39:44,TRUE,FALSE,0,FALSE,2011-10-31 08:39:44,0
2011-10-31 21:28:00,FALSE,FALSE,0,FALSE,2011-10-31 21:28:00,0
2011-11-01 08:53:53,TRUE,FALSE,0,FALSE,2011-11-01 08:53:53,0
2011-11-01 21:33:48,FALSE,FALSE,0,FALSE,2011-11-01 21:33:48,0
2011-11-02 08:43:53,TRUE,FALSE,0,FALSE,2011-11-02 08:43:53,0
2011-11-02 21:29:29,FALSE,FALSE,0,FALSE,2011-11-02 21:29:29,0
2011-11-03 08:46:20,TRUE,FALSE,0,FALSE,2011-11-03 08:46:20,0
2011-11-03 21:28:34,FALSE,FALSE,0,FALSE,2011-11-03 21:28:34,0
2011-11-04 08:46:45,TRUE,FALSE,0,FALSE,2011-11-04 08:46:45,0
2011-11-04 21:34:52,FALSE,FALSE,0,FALSE,2011-11-04 21:34:52,0
2011-11-05 08:39:11,TRUE,FALSE,0,FALSE,2011-11-05 08:39:11,0
2011-11-05 21:41:52,FALSE,FALSE,0,FALSE,2011-11-05 21:41:52,0
2011-11-06 08:43:28,TRUE,FALSE,0,FALSE,2011-11-06 08:43:28,0
2011-11-06 21:29:29,FALSE,FALSE,0,FALSE,2011-11-06 21:29:29,0
2011-11-07 09:46:56,TRUE,TRUE,0,FALSE,2011-11-07 09:46:56,0
2011-11-07 22:01:11,FALSE,TRUE,0,FALSE,2011-11-07 22:01:11,0
2011-11-08 08:47:07,TRUE,FALSE,0,FALSE,2011-11-08 08:47:07,0
2011-11-08 21:33:29,FALSE,FALSE,0,FALSE,2011-11-08 21:33:29,0
2011-11-09 09:05:03,TRUE,FALSE,0,FALSE,2011-11-09 09:05:03,0
2011-11-09 21:35:31,FALSE,FALSE,0,FALSE,2011-11-09 21:35:31,0
2011-11-10 08:43:28,TRUE,FALSE,0,FALSE,2011-11-10 08:43:28,0
2011-11-10 21:38:00,FALSE,FALSE,0,FALSE,2011-11-10 21:38:00,0
2011-11-11 08:56:29,TRUE,FALSE,0,FALSE,2011-11-11 08:56:29,0
2011-11-11 21:33:36,FALSE,FALSE,0,FALSE,2011-11-11 21:33:36,0
2011-11-12 08:46:26,TRUE,FALSE,0,FALSE,2011-11-12 08:46:26,0
2011-11-12 22:30:29,FALSE,TRUE,0,FALSE,2011-11-12 22:30:29,0
2011-11-13 08:46:38,TRUE,FALSE,0,FALSE,2011-11-13 08:46:38,0
2011-11-13 21:41:11,FALSE,FALSE,0,FALSE,2011-11-13 21:41:11,0
2011-11-14 08:49:44,TRUE,FALSE,0,FALSE,2011-11-14 08:49:44,0
2011-11-14 21:41:11,FALSE,FALSE,0,FALSE,2011-11-14 21:41:11,0
2011-11-15 08:48:28,TRUE,FALSE,0,FALSE,2011-11-15 08:48:28,0
2011-11-15 21:38:00,FALSE,FALSE,0,FALSE,2011-11-15 21:38:00,0
2011-11-16 08:36:45,TRUE,FALSE,0,FALSE,2011-11-16 08:36:45,0
2011-11-16 21:41:35,FALSE,FALSE,0,FALSE,2011-11-16 21:41:35,0
2011-11-17 08:38:59,TRUE,FALSE,0,FALSE,2011-11-17 08:38:59,0
2011-11-17 21:42:25,FALSE,FALSE,0,FALSE,2011-11-17 21:42:25,0
2011-11-18 08:44:07,TRUE,FALSE,0,FALSE,2011-11-18 08:44:07,0
2011-11-18 21:33:48,FALSE,FALSE,0,FALSE,2011-11-18 21:33:48,0
2011-11-19 08:47:27,TRUE,FALSE,0,FALSE,2011-11-19 08:47:27,0
2011-11-19 21:40:31,FALSE,FALSE,0,FALSE,2011-11-19 21:40:31,0
2011-11-20 08:38:56,TRUE,FALSE,0,FALSE,2011-11-20 08:38:56,0
2011-11-20 21:41:59,FALSE,FALSE,0,FALSE,2011-11-20 21:41:59,0
2011-11-21 08:39:44,TRUE,FALSE,0,FALSE,2011-11-21 08:39:44,0
2011-11-21 21:40:31,FALSE,FALSE,0,FALSE,2011-11-21 21:40:31,0
